cid,Comment,time,author,channel,votes,replies,photo,heart,reply,time_parsed
Ugz7ITuxhZYB8aKylUd4AaABAg,"Universos X-Men Vengadores Avengers Multiuniverso Marvel Multiverse 
Marvel Universo


1944-Capitán América
1986-Howard the Duck
1989-The Punisher	
1990-Capitán América	
1994-Los Cuatro Fantásticos
1996-Generación X	
1998-Nick Fury: Agent of S.H.I.E.L.D.  


1998-Blade
2000-X-Men	
2002-Blade II	
2002-Spider-Man
2003-Daredevil	
2003-X-Men 2
2003-Hulk
2004-The Punisher	
2004-Spider-Man 2	
2004-Blade:Trinity	
2005-Man-Thing: la naturaleza del miedo
2005-Elektra	
2005-Los4Fantásticos
2006-X-Men:TheLastStand
2007-Ghost Rider	
2007-Los4FantásticosySilverSurfer	
2007-Spider-Man 3	
2008-Iron Man	
2008-The Incredible Hulk
2008-El Castigador: Zona de Guerra
2009-X-MenOrigins:Wolverine	
2010-Iron Man 2	
2011-Thor
2011-X-Men: Primera Generación	
2011-Capitán América: El Primer Vengador	
2011-Ghost Rider: Espíritu de Venganza	
2012-The Avengers	
2012-The Amazing Spider-Man	
2013-Iron Man 3	
2013-The Wolverine	
2013-Thor: The Dark World	
2014-CaptainAmerica:TheWinterSoldier
2014-TheAmazingSpider-Man2:Rise of Electro	
2014-X-Men: Días del Futuro Pasado	
2014-Guardianes de la Galaxia
2015-Avengers: Age of Ultron
2015-Ant-Man
2015-4 Fantásticos	
2016-Deadpool
2016-Capitán América: Civil War	
2016-X-Men: Apocalipsis	
2016-Doctor Strange	
2017-Logan	
2017-Guardianes de la Galaxia Vol. 2	
2017-Spider-Man: Homecoming	
2017-Thor: Ragnarok
2018-Black Panther
2018-Avengers: Infinity War
2018-Deadpool 2	
2018-Ant-Man and the Wasp	
2018-Venom
2019-Capitana Marvel
2019-Avengers: Endgame
2019-X-Men: Dark Phoenix
2019-Spider-Man: Lejos de Casa
2020-Los nuevos mutantes 

2008-Iron Man	
2010-Iron Man 2	
2011-Thor
2011-Capitán América:El Primer Vengador	
2012-The Avengers	
2013-Iron Man 3	
2013-Thor: The Dark World	
2014-Captain America: The Winter Soldier	
2014-Guardianes de la Galaxia	
2015-Avengers:Age of Ultron
2015-Ant-Man
2016-CapitánAmérica:CivilWar	
2016-DoctorStrange	
2017-GuardianesdelaGalaxia Vol.2	
2017-SpiderMan:Homecoming	
2017-Thor:Ragnarok
2018-BlackPanther
2018-Avengers:Infinity War
2018-Ant-ManandtheWasp	
2019-CapitanaMarvel
2019-Avengers:Endgame
2019-Spider-Man:Lejos de Casa

2000 - X-Men 
2003 - X-Men 2 
2006 - X-Men 3 Batalla Final
2009 - X-Men Wolverine
2011 - X-Men PrimeraGeneración
2013 - Wolverine Inmortal
2014 - X-Men Días Futuros Pasado
2016 - DEADPOOL
2016 - X-Men Apocalipsis
2017 - Logan
2018 - DEADPOOL 2
2019 - Dark Phoenix
2020 - Los Nuevos Mutantes

2002-Spider-Man
2004-Spider-Man 2	
2007-Spider-Man 3	
2012-The Amazing Spider-Man	
2014-TheAmazingSpider-Man2:Rise of Electro
2016-Capitán América: Civil War
2017-Spider-Man: Homecoming
2018-Avengers: Infinity War
2019-Avengers: Endgame
2019-Spider-Man: Lejos de Casa
Multiverse Multiuniverso Marvel

1998-Blade
2002-Blade II	
2003-Daredevil
2003-Hulk
2004-The Punisher	
2004-Blade:Trinity	
2005-Elektra	
2005-Los4Fantásticos
2007-Ghost Rider	
2007-Los4FantásticosySilverSurfer	
2008-The Incredible Hulk
2008-El Castigador: Zona de Guerra
2011-Ghost Rider: Espíritu de Venganza
2015-4 Fantásticos
2018-Venom
Multiverse Multiuniverso Marvel

1998-Blade
2002-Blade II
2002-Spider-Man 	
2003-Daredevil
2003-Hulk
2004-The Punisher	
2004-Spider-Man 2 
2004-Blade:Trinity	
2005-Elektra	
2005-Los4Fantásticos
2007-spiderman 3
2007-Ghost Rider	
2007-Los4FantásticosySilverSurfer	
2008-The Incredible Hulk
2008-El Castigador: Zona de Guerra
2011-Ghost Rider: Espíritu de Venganza
2012-The Amazing Spider-Man 
2014-TheAmazingSpider-Man2 Rise of Electro 
2015-4 Fantásticos
2018-Venom
Multiverse Multiuniverso Marvel
Universo Avengers Vengadores
MARVEL
Películas Super Héroes Los Vengadores vs X Men Guerra Saga 

Saga del infinito
Fase 1
Iron Man 
The Incredible Hulk
​Iron Man 2
Thor
Capitán América: el primer vengador
The Avengers

Fase 2
Iron Man 3
Thor: The Dark World
​Captain America: The Winter Soldier
Guardianes de la Galaxia
​Avengers: Age of Ultron
Ant-Man

​Fase 3
Capitán América: Civil War
Doctor Strange
​Guardianes de la Galaxia Vol. 2
Spider-Man: Homecoming
​Thor: Ragnarok
Black Panther 
Avengers: Infinity War
Ant-Man and the Wasp
Capitana Marvel
Avengers: Endgame 
Spider-Man: Lejos de casa

Fase 4
Black Widow
Shang-Chi and the Legend of the Ten Rings
Eternals  
Spider-Man ​3
Doctor Strange in the Multiverse of Madness
Thor: Love and Thunder
Black Panther 
Capitana Marvel 
​Guardianes de la Galaxia Vol. 3
Blade
​Ant-Man and the Wasp: Quantumania
Fantastic Four


Futuros futuras películas de Marvel
En las siguientes generaciones década 
-Black Widow	
-Eternals
-Shang-Chi and the Legend of the Ten Rings
-Thor: Love and Thunder 4 
-Doctor Strange: In the Multiverse of Madness 2 
-Spider-Man 3 Home sweet home.                                          -Guardians of the Galaxy Vol. 3
--Black Panther 2
-Captain Marvel 2  
-Avengers 5 
-Avengers 6 : The New 
-Avengers 7 :New 
-X-Men:  Phoenix 2 
-Deadpool 3 
-Ant man 3.                                
-Los Nuevos 4 Fantásticos 
-New X-Men 
-X Force 
-New Mutantes 2
-Vemon 2 vs Cletus Kasady/Carnage
-Spider-Man 3 the amazing Andrew Garfield 
-Spider-Man 4 the amazing Andrew Garfield 
-Spider-Man 4 Tobey Maguire 
-Spider-Man 3 Tom Holland
-Spider-Man 4 Tom Holland
-Spider-Man vs Vemon vs Carnage 4
-Spider-Man 5 Multiuniverso 
-Spider-Man 6 y los seis siniestros
-Iron Man 4
-Capitán América 4
-Black Widow 2
-Vemon vs antiVemon 3
-Silk
-Kraven The Hunter
-Nightwatch	
-Jackpot
-The Sinister Six	2
-Madame Web
-Civil War 2
-Logan Wolverine 2 
-Nuevo Blade                                                   
- Avengers vs X-Men 
Futuros Batallas Guerras Eternos Infinitos Marvel....",3 years ago,@johnnyguerreroguerraamerica,UCqClY0xXow4nJo7htnLOAjw,0,,https://yt3.ggpht.com/lpgcw6TX-Ps3AWTywHgovs4zKq3QJ9ksu9xXkoH7c1yOAh7VKy9lpmVa06Azo2Cr-L5DL-rE=s88-c-k-c0x00ffffff-no-rj,False,False,1639357782.09682
UgzRLVR7tkCz49-NeGV4AaABAg,"Universos X-Men Vengadores Avengers Multiuniverso Marvel Multiverse 
Marvel Universo

1944-Capitán América
1986-Howard the Duck
1989-The Punisher	
1990-Capitán América	
1994-Los Cuatro Fantásticos
1996-Generación X	
1998-Nick Fury: Agent of S.H.I.E.L.D.  

1998-Blade
2000-X-Men	
2002-Blade II	
2002-Spider-Man
2003-Daredevil	
2003-X-Men 2
2003-Hulk
2004-The Punisher	
2004-Spider-Man 2	
2004-Blade:Trinity	
2005-Man-Thing: la naturaleza del miedo
2005-Elektra	
2005-Los4Fantásticos
2006-X-Men:TheLastStand
2007-Ghost Rider	
2007-Los4FantásticosySilverSurfer	
2007-Spider-Man 3	
2008-Iron Man	
2008-The Incredible Hulk
2008-El Castigador: Zona de Guerra
2009-X-MenOrigins:Wolverine	
2010-Iron Man 2	
2011-Thor
2011-X-Men: Primera Generación	
2011-Capitán América: El Primer Vengador	
2011-Ghost Rider: Espíritu de Venganza	
2012-The Avengers	
2012-The Amazing Spider-Man	
2013-Iron Man 3	
2013-The Wolverine	
2013-Thor: The Dark World	
2014-CaptainAmerica:TheWinterSoldier
2014-TheAmazingSpider-Man2:Rise of Electro	
2014-X-Men: Días del Futuro Pasado	
2014-Guardianes de la Galaxia
2015-Avengers: Age of Ultron
2015-Ant-Man
2015-4 Fantásticos	
2016-Deadpool
2016-Capitán América: Civil War	
2016-X-Men: Apocalipsis	
2016-Doctor Strange	
2017-Logan	
2017-Guardianes de la Galaxia Vol. 2	
2017-Spider-Man: Homecoming	
2017-Thor: Ragnarok
2018-Black Panther
2018-Avengers: Infinity War
2018-Deadpool 2	
2018-Ant-Man and the Wasp	
2018-Venom
2019-Capitana Marvel
2019-Avengers: Endgame
2019-X-Men: Dark Phoenix
2019-Spider-Man: Lejos de Casa
2020-Los nuevos mutantes 

2008-Iron Man	
2010-Iron Man 2	
2011-Thor
2011-Capitán América:El Primer Vengador	
2012-The Avengers	
2013-Iron Man 3	
2013-Thor: The Dark World	
2014-Captain America: The Winter Soldier	
2014-Guardianes de la Galaxia	
2015-Avengers:Age of Ultron
2015-Ant-Man
2016-CapitánAmérica:CivilWar	
2016-DoctorStrange	
2017-GuardianesdelaGalaxia Vol.2	
2017-SpiderMan:Homecoming	
2017-Thor:Ragnarok
2018-BlackPanther
2018-Avengers:Infinity War
2018-Ant-ManandtheWasp	
2019-CapitanaMarvel
2019-Avengers:Endgame
2019-Spider-Man:Lejos de Casa

2000 - X-Men 
2003 - X-Men 2 
2006 - X-Men 3 Batalla Final
2009 - X-Men Wolverine
2011 - X-Men PrimeraGeneración
2013 - Wolverine Inmortal
2014 - X-Men Días Futuros Pasado
2016 - DEADPOOL
2016 - X-Men Apocalipsis
2017 - Logan
2018 - DEADPOOL 2
2019 - Dark Phoenix
2020 - Los Nuevos Mutantes

2002-Spider-Man
2004-Spider-Man 2	
2007-Spider-Man 3	
2012-The Amazing Spider-Man	
2014-TheAmazingSpider-Man2:Rise of Electro
2016-Capitán América: Civil War
2017-Spider-Man: Homecoming
2018-Avengers: Infinity War
2019-Avengers: Endgame
2019-Spider-Man: Lejos de Casa

Multiverse Multiuniverso Marvel

1998-Blade
2002-Blade II	
2003-Daredevil
2003-Hulk
2004-The Punisher	
2004-Blade:Trinity	
2005-Elektra	
2005-Los4Fantásticos
2007-Ghost Rider	
2007-Los4FantásticosySilverSurfer	
2008-The Incredible Hulk
2008-El Castigador: Zona de Guerra
2011-Ghost Rider: Espíritu de Venganza
2015-4 Fantásticos
2018-Venom

Multiverse Multiuniverso Marvel

1998-Blade
2002-Blade II
2002-Spider-Man 	
2003-Daredevil
2003-Hulk
2004-The Punisher	
2004-Spider-Man 2 
2004-Blade:Trinity	
2005-Elektra	
2005-Los4Fantásticos
2007-spiderman 3
2007-Ghost Rider	
2007-Los4FantásticosySilverSurfer	
2008-The Incredible Hulk
2008-El Castigador: Zona de Guerra
2011-Ghost Rider: Espíritu de Venganza
2012-The Amazing Spider-Man 
2014-TheAmazingSpider-Man2 Rise of Electro 
2015-4 Fantásticos
2018-Venom

Multiverse Multiuniverso Marvel
Universo Avengers Vengadores
MARVEL

Películas Super Héroes Los Vengadores vs X Men Guerra Saga 

Saga del infinito
Fase 1
Iron Man 
The Incredible Hulk
​Iron Man 2
Thor
Capitán América: el primer vengador
The Avengers

Fase 2
Iron Man 3
Thor: The Dark World
​Captain America: The Winter Soldier
Guardianes de la Galaxia
​Avengers: Age of Ultron
Ant-Man

​Fase 3
Capitán América: Civil War
Doctor Strange
​Guardianes de la Galaxia Vol. 2
Spider-Man: Homecoming
​Thor: Ragnarok
Black Panther 
Avengers: Infinity War
Ant-Man and the Wasp
Capitana Marvel
Avengers: Endgame 
Spider-Man: Lejos de casa

Fase 4
Black Widow
Shang-Chi and the Legend of the Ten Rings
Eternals  
Spider-Man ​3
Doctor Strange in the Multiverse of Madness
Thor: Love and Thunder
Black Panther 
Capitana Marvel 2
​Guardianes de la Galaxia Vol. 3
Blade
​Ant-Man and the Wasp: Quantumania
Fantastic Four

Futuros futuras películas de Marvel
En las siguientes generaciones década 
-Black Widow	
-Eternals
-Shang-Chi and the Legend of the Ten Rings
-Thor: Love and Thunder 4 
-Doctor Strange: In the Multiverse of Madness 2 
-Spider-Man 3 Home sweet home.                                          -Guardians of the Galaxy Vol. 3
--Black Panther 2





Futuros posibles películas
-Avengers 5 
-Avengers 6 : The New 
-Avengers 7 :New 
-X-Men:  Phoenix 2 
-Deadpool 3 
-Ant man 3.                                
-Los Nuevos 4 Fantásticos 
-New X-Men 
-X Force 
-New Mutantes 2
-Vemon 2 vs Cletus Kasady/Carnage
-Spider-Man 3 the amazing Andrew Garfield 
-Spider-Man 4 the amazing Andrew Garfield 
-Spider-Man 4 Tobey Maguire 
-Spider-Man 3 Tom Holland
-Spider-Man 4 Tom Holland
-Spider-Man vs Vemon vs Carnage 4
-Spider-Man 5 Multiuniverso 
-Spider-Man 6 y los seis siniestros
-Iron Man 4
-Capitán América 4
-Black Widow 2
-Vemon vs antiVemon 3
-Silk
-Kraven The Hunter
-Nightwatch	
-Jackpot
-The Sinister Six	2
-Madame Web
-Civil War 2
-Logan Wolverine 2 
-Nuevo Blade                                                   
- Avengers vs X-Men 
Futuros Batallas Guerras Eternos Infinitos Marvel....

 Línea de tiempo 
1945	 Capitán América: el primer vengador
1990	1995 Capitana Marvel
2010	2010	Iron Man
2011	Iron Man 2
El Increíble Hulk
Thor
2012	Los Vengadores
Iron Man 3
2013	Thor: un mundo oscuro
2014	Capitán América: El soldado de invierno
Guardianes de la Galaxia Vol. 1
Guardianes de la Galaxia Vol. 2
2015	Avengers: Age of Ultron
Ant-Man
2016	Capitán América: Civil War
Pantera Negra
Spider-Man: De regreso a casa
2016-2017	Doctor Strange: Hechicero Supremo
2017	Black Widow
Thor: Ragnarok
2018	Avengers: Infinity War
Ant-Man y la Avispa
2020	2023	Avengers: Endgame
2024	Spider-Man: Lejos de casa
Universo Avengers X-Men Marvel",3 years ago,@johnnyguerreroguerraamerica,UCqClY0xXow4nJo7htnLOAjw,0,,https://yt3.ggpht.com/lpgcw6TX-Ps3AWTywHgovs4zKq3QJ9ksu9xXkoH7c1yOAh7VKy9lpmVa06Azo2Cr-L5DL-rE=s88-c-k-c0x00ffffff-no-rj,False,False,1639357782.09785
UgyAJ-9BjNuv_ZvgSeZ4AaABAg,"Did I miss
Academy Award winner Gwyneth Paltrow
Academy Award nominee Robert Downey Jr., Jeff Bridges
kind of introduction of casts....",2 years ago,@shouvikghosh8946,UC-F5fBI_6v_c3YSXjZNqdSw,0,,https://yt3.ggpht.com/ytc/AIdro_lDCC-iASWG3kcUlLvgLcPX_KSSTN1B8JRGKqyW5OufzLk=s88-c-k-c0x00ffffff-no-rj,False,False,1670893782.104812
Ugw3J6C6KvCF840D7M14AaABAg,Ini itu sad ending atau happy ending ya soalnya tugas sekolah kalau boleh tahu beritahu saya ya kalau tahu,3 months ago,@CacaCa-y6j,UCwgUaTRkLN_6D-nWMTJMglw,1,,https://yt3.ggpht.com/dXYocsVKwwg_5OMopgNSYY_o9pYVdTvNAR2zVjebLzQkBEb32LYg8u2B4m3_qITpLMpisT7Gwks=s88-c-k-c0x00ffffff-no-rj,False,False,1726186182.783421
UgwQv_z3ggjFaXzRLel4AaABAg,"1998	Blade

2000	X-Men	

2002	Blade II	
Spider-Man

2003	Daredevil	
X-Men 2
Hulk	

2004	The Punisher	
Spider-Man 2	
Blade: Trinity	

2005	Elektra	
Los 4 Fantásticos

2006	X-Men: The Last Stand

2007	Ghost Rider	
Los 4 Fantásticos y Silver Surfer	
Spider-Man 3	

2008	Iron Man	
The Incredible Hulk
El Castigador: Zona de Guerra

2009	X-Men Origins: Wolverine	

2010	Iron Man 2	

2011	Thor
X-Men: Primera Generación	
Capitán América: El Primer Vengador	
Ghost Rider: Espíritu de Venganza	

2012	The Avengers	
The Amazing Spider-Man	

2013	Iron Man 3	
The Wolverine	
Thor: The Dark World	

2014	Captain America: The Winter Soldier
The Amazing Spider-Man 2: Rise of Electro	
X-Men: Días del Futuro Pasado	
Guardianes de la Galaxia	

2015	Avengers: Age of Ultron
Ant-Man
4 Fantásticos	

2016	Deadpool
Capitán América: Civil War	
X-Men: Apocalipsis	
Doctor Strange	

2017	Logan	
Guardianes de la Galaxia Vol. 2	
Spider-Man: Homecoming	
Thor: Ragnarok

2018	Black Panther
Avengers: Infinity War
Deadpool 2	
Ant-Man and the Wasp	
Venom

2019	Capitana Marvel
Avengers: Endgame

X-Men: Dark Phoenix

Spider-Man: Lejos de Casa

2020 Los nuevos mutantes",4 years ago,@johnnyguerreroguerraamerica,UCqClY0xXow4nJo7htnLOAjw,0,,https://yt3.ggpht.com/lpgcw6TX-Ps3AWTywHgovs4zKq3QJ9ksu9xXkoH7c1yOAh7VKy9lpmVa06Azo2Cr-L5DL-rE=s88-c-k-c0x00ffffff-no-rj,False,False,1607821782.793421
UgxhjqiBz72Xhw3V93F4AaABAg,Pienso que está película toma inspiración de algunos aspectos de la película de Spiderman 1 de Sam Raimi,2 years ago,@josuestudios1823,UCt9UtHau9cK6YsC5IX-Omsw,0,,https://yt3.ggpht.com/YLS9yLSFU6kth5KrGSRY3BLsNVmvT3jmPXler8-L2YOgCQINEe3z0KnhnSqnGW3AGrtuGQqq=s88-c-k-c0x00ffffff-no-rj,False,False,1670893783.218095
UgwxjrSRp67VibsJCqt4AaABAg,"Nostalgia Critic funny enough did a whole review of iron man 1 which turns 15 today

Even though he did a short disneycember review way back  in 2015
He says it's flawed but not majorly 
This is Robert Downey Jr's movie anchoring everything 
He wishes the last third was as big as the first third
Not one of the great comic book movies but it stands out enough 

For me it's lost its novelty 
I have no reason to go back to it 
The middle drags so badly and I wanted more iron man in the actual film
But I'm forever thankful that it paved the long road in the marvel cinematic universe 
I can definitely see the Moses storyline combating reliance on modern technology",1 year ago,@user-dr2yz8um3d,UCNF0Hb9a8l5qCny1MUOLvLQ,0,,https://yt3.ggpht.com/ytc/AIdro_kmrZdSYssEEBzF1itKnJ4k9B9oj_hElCbrWfiLyxWEOjQ=s88-c-k-c0x00ffffff-no-rj,False,False,1702429783.223091
UgwM-8VzUrCBMSJ11i54AaABAg,"Why do they give away that Jeff Bridges is the baddie in the trailer?

If you weren't familiar with Obadiah Stane from the comics, you might otherwise have been genuinely surprised by his villainous reveal.",4 years ago,@GregOrCreg,UCno64DkPE14SeC9RxcUIxFg,0,,https://yt3.ggpht.com/ytc/AIdro_lKDav4UzzHYRR-IyZukJh_yiM6QctGhDU1neZmTyE=s88-c-k-c0x00ffffff-no-rj,False,False,1607821783.227094
Ugz3Pr9WQ4h4alVnfjB4AaABAg,"A rich, intelligent guy who makes weapons for the United States saw his weapons were being used for bad by other middle eastern countries so he try’s to shut down his company but his disapproving co-worker try’s to stop him: 😐











But it starts with back n black: 😃",2 years ago (edited),@turtelbro1123,UCtYJfsjXG13oiRcYn4lfnww,0,,https://yt3.ggpht.com/ytc/AIdro_nzDiKH8DhPnj1pX7ILh5Q0NQfLKryEvbVhGwaUVY8OEFA=s88-c-k-c0x00ffffff-no-rj,False,False,1670893783.660616
UgxldpD2rTKlP-In-DF4AaABAg,మీరు( Western Countries )ఇప్పుడు Ironman సినిమా తీశారు. మా భారతదేశం లో కొన్ని వేల సంవత్సరాల క్రితం ఏ Super Power Unlimted Iron man ఉన్నాడు. He is Lord Hanuma. He Flying Hundresd of Miles in Ocean.,7 months ago,@RajKhan-vf5lc,UCV92hYgsvUawoSw47QKk-6A,0,,https://yt3.ggpht.com/ytc/AIdro_kMYxzuoALeklp701_RTTqcGyDmQBNx8RUq7hexDYiJAbjeefA32v6O8iwKUH_tJvomYg=s88-c-k-c0x00ffffff-no-rj,False,False,1715558983.665612
UgyaFjDc3ghSC4GlsHR4AaABAg,"Hang on, he named his weapon after a biblical story where trumpets bring down the walls of a city named Jericho. Actually that kind of makes sense.",7 months ago,@ethanengelking2492,UCnP4Z5po-QW5OjQL2HSG50Q,0,1,https://yt3.ggpht.com/ytc/AIdro_lTaXMnHl5ycRM12wip5QSC_0L6EYLJoZU_WM0vnmFvK93hYF87jOMuZAoF0ocTJ3TCig=s88-c-k-c0x00ffffff-no-rj,False,False,1715558983.672655
Ugw5FX96Al0KBqLZDTd4AaABAg,If you disliked this trailer than you have an iq below 10. Honestly i am so glad this movie happened. The journey soo far has been Legendary.,3 years ago,@28maitreyagupta21,UCG44_ETxw56m3HPr4gL806w,0,,https://yt3.ggpht.com/ytc/AIdro_krEInIsZb7tVOCngKZbGtz1KgLClRofVE0RiNvpK676lk=s88-c-k-c0x00ffffff-no-rj,False,False,1639357784.498281
UgxvNFoZA0dKjUAjjE94AaABAg,This was the last good Marvel movie. Just kidding lol. I still think its the best one in the MCU though.,2 years ago,@hopscotchoblivion7564,UCypAgU_705EAcRG7EzQZQ-A,1,,https://yt3.ggpht.com/ytc/AIdro_nW5mRSUjiaoPnc5EE9i5RZpjsQabqHaV0GuVBnrDOmoQ=s88-c-k-c0x00ffffff-no-rj,False,False,1670893785.420774
UgwF8dUiKEvIJcE0HJp4AaABAg,"I cant but help feeling for Terrence Howard who played James ""Rhodey"" Rhodes in the first Iron Man film in 2008...

Why!

I can zee why "" If this was the 100% truth "" that even in 2008 Robert Downey Jnr was still having problems with drink & drugs substance abuse yet the very actor who supposedly vouched for Robert Downey Jnr & helped get him the role was in fact the actor they shafted for Iron Man 2 & 3

It was agreed that if Iron Man was successful in kicking off the Biggest catalogue of MCU Characters that launched quite a few characters their own 3 separate movies & no doubt a comic book movie fan could tell me tge exact amount of so many pictures that were made right up to Avengers End Game that Terrance Howard would play the same character in both Iron Man 2 & 3 but when he informed about the drop in Salary that was meant to be 10 million dollars was dropped to 40,000 dollars & i know money isn't everything but no one reading this & working hard in their day to day & night to night jobs would all walk out if they were told they were getting an 1/8th of the salary they were currently on...

But as much as Terrence Howard must have been so pissed off about the outcome he should have known , as thats Hollywood & in the Movie Business just like it was when the Music Industry was alive & doing well , it was & is expected  to get shafted even if theuve signed a legal binding contract as even already Big Budget Box Office Male & Female Actors that can make 100's of millions back for starring in specific films should always expect the worst possible outcome & when you've legally done everything you can to make sure your covered & it still happens then again you should be prepared for such events in what i state "" If you expect the Unexpected , then it becomes Predictable ""

If you were to know the amount of actors that were in the running for the lead male or female role it would be unumerable but it does help when you have been vouched for & according to Terrance he went out on a limb to back & vouch Robert Downey Jnr for the part of Iron Man but even if its in a contract the Movie Industry can always find a way out of sticking to said contracrs...

Even though i dont agree with what happened that wont stop a Big Budget Hollywood movie from being made & for Iron Man 2 choosing Don Cheadle was a smart move as like Terrence Howard (they & he) Don has a glowing reference of roles he has played but if its true i hope at somepoint Terrence Howard & Robert Downey Jr can see past this & according to what was written in an interview back at the time of the 2008 Iron Man film even Robert Downey Jnr admitted & also stated that Terrence Howard helped him get the part but one huge , no massive thing in the way is the fact that the amount of MCU films that were made in a 10 year period would have given Terrence Howard a nice salary but again lets get real as supporting actor withun these MCU movies will never receive as much as the main star & no doubt there were quite a few salary difference between all supporting actors & even the main lead role actor could se them get less & though Din Cheadle went on to star in most of those movies over 10 years i doubt even he was getting a huge salary as thats just how the business of Hollywood works & again like the Music Industry you need to have tough skin if you want to make a lifelong & a prosperous enough career in movies throughout your career as a Hollywood Actor...

On finishing i had to say i thought i saw it coming even though i thought they may try another actor to click their finger & thumb that brought 99% of all of those who were wiped out in Avengers Infinity War & the first was the combined Banner/Hulk but it was fitting that since the film Iron Man launched this incredible 10 year period of ongoing MCU films that it should see the character of Iron Man aka Tony Stark be the one to end it & i have to admit that this was the Biggest Box Office of MCU Films that likes of we may never see again & im sure both male & female viewers had their favourite character being played by a huge amount of actors & again one of the Biggest & Bold Moves that Hollywood ever took on but apart for the occasional specific actors getting either their first spin off movie purely based on their Charactor or another new film featuring a character that has already had 2 to 3 separate movies purely based on that character is about as much as we'll get as all those movies over a 10 year period wasnt enough that they have also written & they currently playing there Tv Shows now on Disney Plus but ive had about enough of comic book character movies & its time to move on what other movies are worth my time...

In light of this still ongoing coronavirus and its variants stay safe and healthy wherever you are in this world...


.....",2 years ago,@greatwhite61967,UCDWxkAYkdNXVOq6-iyHvxcw,0,,https://yt3.ggpht.com/ytc/AIdro_la7NYAY86z86ZNKDSb_nqGMXaXJ4syqbSZzX4Mg01wAc0=s88-c-k-c0x00ffffff-no-rj,False,False,1670893786.335646
UgxNmjSjKEwRNaIjLad4AaABAg,The main protagonist seems arrogant and selfish... pretty sure he's not the hero type to catch a bullet for the other guy...,4 years ago,@hinikko1240,UCLKGRlVgD38YkC0qB_A7qhQ,1,,https://yt3.ggpht.com/ytc/AIdro_mlwxeC9y4DULAO-fjsi593uqyt5y6RsMqUCQ_qkYZAWw=s88-c-k-c0x00ffffff-no-rj,False,False,1607821786.343656
UgzFGNvvUSRhtfZ9cXZ4AaABAg,nd even after 14 years bollywood can't make such movie... seems like it doesn't even carry such vision,2 years ago,@harshshukla9589,UC_77DxwAn0lsU6HB9QVVTLA,0,,https://yt3.ggpht.com/ytc/AIdro_lR7xZRx-ImWJuhq-pP4Q06QhqkTL_aTVrxtN6xQ_VuaX4=s88-c-k-c0x00ffffff-no-rj,False,False,1670893786.355181
Ugx6cDP2eU6_OLhiAIN4AaABAg,"Colossians 3:8 
But now you must put them all away: anger, wrath, malice, slander, and obscene talk from your mouth.",4 years ago,@jaidenarias5912,UCjSi6m-hwcktxrx5E_LSVvA,0,,https://yt3.ggpht.com/ytc/AIdro_mXlRnBCI33-W0lZQ7ZsQjoUbu_KUCoUKLdPuGAPWQ=s88-c-k-c0x00ffffff-no-rj,False,False,1607821787.589798
Ugy5n2jrEfa4EK9SCcF4AaABAg,พอเดะไม่พูดไม่ห้ามไม่บอกไหลกู่ไม่กลับเลย คิดดู65แล้ว ที่ให้คืนคิดว่าได้ใช้ไหม คนไทยเอาไปพังหมด เลื่อยอันเดียวพังหมด มือบอนนึกว่าของไม่พังมั้ง,2 years ago,@dzcdzc8289,UC_czsZcocn_UTfysSukFUww,0,,https://yt3.ggpht.com/fU3ig8OIwwX8nU7utnZRmF_tvh89wXzKuRXmOJac0c93J6WNrwlHGC31JK1uoHj3Yo0YPMPkTU0=s88-c-k-c0x00ffffff-no-rj,False,False,1670893787.590801
Ugx0AeX8MuG0G04Vz3V4AaABAg.9FIte4F7MWw9HMzacU_iF5, @rohanalias9053  its like an exam (the teacher send papers test) everyday because we dont have online classes cuz not all students have gadgets,3 years ago,@UwU-xm2xc,UCntZxRiPEKnxGvptIQSkBhQ,0,,https://yt3.ggpht.com/ytc/AIdro_kjSzSSW3NnOSy9w1234661R-vAG1bqkMMl1eHkI-GitA=s88-c-k-c0x00ffffff-no-rj,False,True,1639357788.390406
UgxPR6EHnaZI9u-dDuh4AaABAg.94_woAi2eYN9PODvc7x2Vy," @steamboatwill3.367  Compare this to something like guardians of the galaxy, endgame or homecoming. Iron-Man 1 and most of the early Marvel movies were more grounded. Disney has purposefully made Marvel movies into a fantasy-like comedy show in order to appeal to kids.",3 years ago (edited),@TheEpicAB,UC17qSlBeyhTtrAv1DQLJc7A,0,,https://yt3.ggpht.com/s6COgPbX_TZWvsm-KTXkV-vCabJtS4oEiktg2PJ7PfjBvEcDRWdtPBwCFiCrZJNK4YKfS3bf=s88-c-k-c0x00ffffff-no-rj,False,True,1639357789.114721
UgxPR6EHnaZI9u-dDuh4AaABAg.94_woAi2eYN9PObnZeIEHv,"​ @steamboatwill3.367  That's the whole point of an ""adaptation"". It's done in order to make it relevant to our world, society, and culture, whilst at its core referencing the source material.",3 years ago,@TheEpicAB,UC17qSlBeyhTtrAv1DQLJc7A,0,,https://yt3.ggpht.com/s6COgPbX_TZWvsm-KTXkV-vCabJtS4oEiktg2PJ7PfjBvEcDRWdtPBwCFiCrZJNK4YKfS3bf=s88-c-k-c0x00ffffff-no-rj,False,True,1639357789.117722
